NID,CONTRIBUTOR,TOTAL
2044,"NNP GZC Car '6RED', Person 'B'",1
2169,"NNP GZC Car '1RED', Person 'A'",1
2033,"NNP GZC Car '6RED', Person 'B'",1
1241,"NNP GZC Car '1WHITE', Person 'A'",1
929,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
487,"NNP GZC Car '3WHITE', Person 'A'",1
1874,"NNP GZC Car '2RED', Person 'C'",1
442,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
1047,"NNP GZC Car '25PURPLE', Person 'A'",4
27,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",3
1863,"NNP GZC Car '2RED', Person 'A'",2
650,"NNP GZC Car '1PURPLE', Person 'D'",2
703,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1505,"NNP GZC Car '1PURPLE', Person 'A'",1
355,"NNP GZC Car '5WHITE', Person 'A'",2
1670,"NNP GZC Car '3PURPLE', Person 'B'",1
1434,"NNP GZC Car '5WHITE', Person 'A'",1
1236,"NNP GZC Car '1WHITE', Person 'C'",1
2010,"NNP GZC Car '6RED', Person 'A'",3
786,"NNP GZC Car '2RED', Person 'C'",3
1862,"NNP GZC Car '2RED', Person 'D'",1
588,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
1859,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1261,"NNP GZC Car '1WHITE', Person 'B'",1
2022,"NNP GZC Car '6RED', Person 'B'",1
452,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",6
1847,"NNP GZC Car '13WHITE', Person 'B'",1
1365,"NNP GZC Car '9WHITE', Person 'A'",1
273,"NNP GZC Car '15WHITE', Person 'D'",6
1904,"NNP GZC Car '2RED', Person 'C'",1
1012,"NNP GZC Car '11WHITE', Person 'A'",2
2033,"NNP GZC Car '6RED', Person 'A'",2
1053,"NNP GZC Car '25PURPLE', Person 'A'",2
1551,"NNP GZC Car '1PURPLE', Person 'A'",3
615,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",6
793,"NNP GZC Car '2RED', Person 'C'",4
1820,"NNP GZC Car '11WHITE', Person 'A'",3
1102,"NNP GZC Car '2WHITE', Person 'A'",2
1620,"NNP GZC Car '7WHITE', Person 'A'",1
558,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
157,"NNP GZC Car '16WHITE', Person 'A'",1
1660,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",5
515,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",2
793,"NNP GZC Car '2RED', Person 'B'",4
1548,"NNP GZC Car '1PURPLE', Person 'A'",4
630,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
2048,"NNP GZC Car '6RED', Person 'B'",1
1054,"NNP GZC Car '25PURPLE', Person 'A'",3
1523,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",4
1504,"NNP GZC Car '1PURPLE', Person 'A'",2
1555,"NNP GZC Car '1PURPLE', Person 'D'",3
681,"NNP GZC Car '1BLUE', Person 'D'",1
1677,"NNP GZC Car '1BLUE', Person 'B'",1
1946,"NNP GZC Car '1RED', Person 'B'",4
363,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",4
589,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
1138,"NNP GZC Car '1WHITE', Person 'B'",2
691,"NNP GZC Car '1PURPLE', Person 'A'",1
1525,"NNP GZC Car '1PURPLE', Person 'D'",1
878,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1388,"NNP GZC Car '5WHITE', Person 'A'",2
275,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",5
1587,"NNP GZC Car '1PURPLE', Person 'D'",1
403,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
405,"NNP GZC Car '14WHITE', Person 'A'",1
699,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
212,"NNP GZC Car '7WHITE', Person 'B'",2
1995,"NNP GZC Car '1RED', Person 'A'",1
2137,"NNP GZC Car '4RED', Person 'A'",2
56,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",12
1191,"NNP GZC Car '1WHITE', Person 'C'",1
1535,"NNP GZC Car '1PURPLE', Person 'A'",6
839,"NNP GZC Car '1PURPLE', Person 'B'",3
1530,"NNP GZC Car '1PURPLE', Person 'B'",1
1638,"NNP GZC Car '14WHITE', Person 'A'",1
585,"NNP GZC Car '14WHITE', Person 'A'",2
455,"NNP GZC Car '3PURPLE', Person 'B'",3
298,"NNP GZC Car '17WHITE', Person 'C'",1
586,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
720,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
612,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
691,"NNP GZC Car '1PURPLE', Person 'D'",1
537,"NNP GZC Car '1WHITE', Person 'B'",1
1243,"NNP GZC Car '1WHITE', Person 'C'",1
210,"NNP GZC Car '1RED', Person 'A'",1
275,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1604,"NNP GZC Car '1PURPLE', Person 'B'",1
1931,"NNP GZC Car '2RED', Person 'C'",1
1342,"NNP GZC Car '6WHITE', Person 'B'",1
1503,"NNP GZC Car '1PURPLE', Person 'A'",1
1694,"NNP GZC Car '1BLUE', Person 'D'",1
105,"NNP GZC Car '3WHITE', Person 'A'",8
2178,"NNP GZC Car '1BLUE', Person 'B'",1
468,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",5
1995,"NNP GZC Car '14WHITE', Person 'A'",2
1554,"NNP GZC Car '1RED', Person 'B'",5
408,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",2
1884,"NNP GZC Car '2RED', Person 'C'",3
786,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
290,"NNP GZC Car '1WHITE', Person 'C'",1
1180,"NNP GZC Car '1WHITE', Person 'C'",1
769,"NNP GZC Car '2RED', Person 'C'",1
1764,"NNP GZC Car '11WHITE', Person 'A'",1
2122,"NNP GZC Car '3RED', Person 'B'",1
1978,"NNP GZC Car '1RED', Person 'A'",2
896,"NNP GZC Car '2RED', Person 'D'",1
668,"NNP GZC Car '1RED', Person 'A'",1
1887,"NNP GZC Car '2RED', Person 'A'",1
492,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",8
645,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",10
1606,"NNP GZC Car '1PURPLE', Person 'D'",1
1796,"NNP GZC Car '8WHITE', Person 'A'",1
1539,"NNP GZC Car '1PURPLE', Person 'B'",3
2005,"NNP GZC Car '1WHITE', Person 'A'",1
1540,"NNP GZC Car '1RED', Person 'B'",1
1158,"NNP GZC Car '1BLUE', Person 'C'",1
1875,"NNP GZC Car '3RED', Person 'B'",2
652,"NNP GZC Car '1PURPLE', Person 'D'",1
917,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1407,"NNP GZC Car '5WHITE', Person 'A'",1
460,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",7
487,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",5
1010,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
165,"NNP GZC Car '1PURPLE', Person 'D'",1
1892,"NNP GZC Car '2RED', Person 'A'",1
1704,"NNP GZC Car '6RED', Person 'B'",5
524,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
606,"NNP GZC Car '8WHITE', Person 'A'",2
1497,"NNP GZC Car '7WHITE', Person 'A'",1
465,"NNP GZC Car '3WHITE', Person 'A'",1
682,"NNP GZC Car '1PURPLE', Person 'D'",2
2019,"NNP GZC Car '6RED', Person 'A'",1
771,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
688,"NNP GZC Car '1PURPLE', Person 'B'",1
1283,"NNP GZC Car '6WHITE', Person 'B'",2
1875,"NNP GZC Car '2RED', Person 'D'",4
847,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1943,"NNP GZC Car '1RED', Person 'B'",2
1558,"NNP GZC Car '1PURPLE', Person 'D'",2
1632,"NNP GZC Car '1RED', Person 'A'",1
634,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1885,"NNP GZC Car '2RED', Person 'A'",1
1175,"NNP GZC Car '13WHITE', Person 'B'",3
676,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
1274,"NNP GZC Car '6WHITE', Person 'B'",2
824,"NNP GZC Car '1PURPLE', Person 'D'",4
1173,"NNP GZC Car '1WHITE', Person 'C'",3
1052,"NNP GZC Car '25PURPLE', Person 'A'",6
2153,"NNP GZC Car '3RED', Person 'A'",1
63,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",5
363,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
718,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",8
166,"NNP GZC Car '3PURPLE', Person 'B'",3
1288,"NNP GZC Car '6WHITE', Person 'B'",2
653,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
323,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
564,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
1507,"NNP GZC Car '1PURPLE', Person 'D'",3
624,"NNP GZC Car '1PURPLE', Person 'A'",1
1504,"NNP GZC Car '1PURPLE', Person 'C'",2
2034,"NNP GZC Car '6RED', Person 'B'",3
479,"NNP GZC Car '2RED', Person 'B'",1
1511,"NNP GZC Car '1PURPLE', Person 'B'",1
2180,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
2131,"NNP GZC Car '17WHITE', Person 'A'",2
1967,"NNP GZC Car '1RED', Person 'B'",5
546,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
1697,"NNP GZC Car '1PURPLE', Person 'A'",5
124,"NNP GZC Car '4WHITE', Person 'A'",3
947,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1186,"NNP GZC Car '1WHITE', Person 'C'",1
667,"NNP GZC Car '1BLUE', Person 'B'",1
1045,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
2099,"NNP GZC Car '3RED', Person 'A'",1
1511,"NNP GZC Car '1PURPLE', Person 'D'",2
1507,"NNP GZC Car '1PURPLE', Person 'C'",2
1616,"NNP GZC Car '1PURPLE', Person 'D'",1
98,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
1305,"NNP GZC Car '6WHITE', Person 'B'",1
1948,"NNP GZC Car '1RED', Person 'A'",1
1878,"NNP GZC Car '2RED', Person 'C'",2
604,"NNP GZC Car '1BLUE', Person 'B'",2
985,"NNP GZC Car '1WHITE', Person 'C'",1
344,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",5
604,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
304,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",7
1648,"NNP GZC Car '15WHITE', Person 'A'",2
2015,"NNP GZC Car '6RED', Person 'B'",3
1998,"NNP GZC Car '4RED', Person 'A'",1
528,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
891,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1043,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1375,"NNP GZC Car '1BLUE', Person 'A'",2
2102,"NNP GZC Car '3RED', Person 'A'",1
732,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1394,"NNP GZC Car '7WHITE', Person 'A'",1
1697,"NNP GZC Car '1BLUE', Person 'C'",2
1731,"NNP GZC Car '3WHITE', Person 'A'",1
1278,"NNP GZC Car '11WHITE', Person 'A'",1
924,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",5
1513,"NNP GZC Car '1RED', Person 'B'",1
168,"NNP GZC Car '3PURPLE', Person 'A'",1
2094,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1860,"NNP GZC Car '3RED', Person 'A'",1
112,"NNP GZC Car '17WHITE', Person 'C'",1
1959,"NNP GZC Car '1RED', Person 'B'",2
1375,"NNP GZC Car '1BLUE', Person 'B'",1
92,"NNP GZC Car '1WHITE', Person 'A'",5
1492,"NNP GZC Car '1PURPLE', Person 'C'",1
797,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
238,"NNP GZC Car '1RED', Person 'A'",1
1526,"NNP GZC Car '7WHITE', Person 'A'",2
514,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
1028,"NNP GZC Car '6RED', Person 'A'",1
1686,"NNP GZC Car '1PURPLE', Person 'D'",3
234,"NNP GZC Car '15WHITE', Person 'D'",5
1958,"NNP GZC Car '1RED', Person 'B'",2
127,"NNP GZC Car '1BLUE', Person 'B'",2
1933,"NNP GZC Car '1RED', Person 'A'",1
1011,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
879,"NNP GZC Car '2RED', Person 'B'",1
893,"NNP GZC Car '2RED', Person 'A'",2
1199,"NNP GZC Car '1WHITE', Person 'A'",1
1899,"NNP GZC Car '2RED', Person 'A'",1
497,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
2107,"NNP GZC Car '3RED', Person 'A'",1
1352,"NNP GZC Car '6WHITE', Person 'B'",1
1660,"NNP GZC Car '3PURPLE', Person 'B'",2
1964,"NNP GZC Car '7WHITE', Person 'B'",1
710,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
2018,"NNP GZC Car '6RED', Person 'A'",1
1345,"NNP GZC Car '6WHITE', Person 'B'",1
1799,"NNP GZC Car '1PURPLE', Person 'D'",4
1270,"NNP GZC Car '6WHITE', Person 'B'",4
549,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
1856,"NNP GZC Car '1PURPLE', Person 'B'",3
1502,"NNP GZC Car '1PURPLE', Person 'B'",3
2178,"NNP GZC Car '1BLUE', Person 'A'",1
603,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1228,"NNP GZC Car '6WHITE', Person 'B'",2
1958,"NNP GZC Car '3RED', Person 'A'",1
692,"NNP GZC Car '8WHITE', Person 'A'",1
1620,"NNP GZC Car '1PURPLE', Person 'D'",1
208,"NNP GZC Car '5WHITE', Person 'A'",1
274,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",8
668,"NNP GZC Car '1PURPLE', Person 'B'",1
2040,"NNP GZC Car '6RED', Person 'B'",2
1626,"NNP GZC Car '1PURPLE', Person 'D'",2
1908,"NNP GZC Car '2RED', Person 'C'",1
1606,"NNP GZC Car '1PURPLE', Person 'A'",1
1596,"NNP GZC Car '1PURPLE', Person 'D'",1
437,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
1491,"NNP GZC Car '1PURPLE', Person 'B'",1
1625,"NNP GZC Car '7WHITE', Person 'A'",1
376,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
342,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",4
785,"NNP GZC Car '2RED', Person 'D'",3
899,"NNP GZC Car '2RED', Person 'C'",4
1702,"NNP GZC Car '7WHITE', Person 'B'",1
1121,"NNP GZC Car '1PURPLE', Person 'A'",1
662,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1644,"NNP GZC Car '15WHITE', Person 'A'",3
2101,"NNP GZC Car '3RED', Person 'A'",1
1560,"NNP GZC Car '1PURPLE', Person 'A'",10
817,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
701,"NNP GZC Car '1RED', Person 'B'",3
726,"NNP GZC Car '1RED', Person 'B'",1
23,"NNP GZC Car '1WHITE', Person 'C'",1
1544,"NNP GZC Car '1PURPLE', Person 'D'",1
1621,"NNP GZC Car '5WHITE', Person 'A'",2
253,"NNP GZC Car '3RED', Person 'A'",1
117,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1708,"NNP GZC Car '1BLUE', Person 'B'",1
1698,"NNP GZC Car '1RED', Person 'A'",1
1804,"NNP GZC Car '14WHITE', Person 'A'",1
340,"NNP GZC Car '1WHITE', Person 'B'",5
2055,"NNP GZC Car '6RED', Person 'A'",1
1108,"NNP GZC Car '2WHITE', Person 'A'",3
455,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",8
1871,"NNP GZC Car '1RED', Person 'A'",2
101,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1547,"NNP GZC Car '1PURPLE', Person 'A'",3
487,"NNP GZC Car '1WHITE', Person 'B'",2
926,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",5
1127,"NNP GZC Car '2WHITE', Person 'A'",1
1221,"NNP GZC Car '1WHITE', Person 'B'",1
1522,"NNP GZC Car '1PURPLE', Person 'A'",1
1913,"NNP GZC Car '14WHITE', Person 'A'",1
1286,"NNP GZC Car '6WHITE', Person 'B'",1
1622,"NNP GZC Car '1PURPLE', Person 'A'",1
680,"NNP GZC Car '1PURPLE', Person 'A'",2
444,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
17,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
899,"NNP GZC Car '2RED', Person 'A'",4
995,"NNP GZC Car '6RED', Person 'B'",3
23,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1487,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
161,"NNP GZC Car '1PURPLE', Person 'D'",7
814,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1567,"NNP GZC Car '1PURPLE', Person 'D'",7
1527,"NNP GZC Car '1PURPLE', Person 'D'",10
1484,"NNP GZC Car '14WHITE', Person 'A'",1
2,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",2
1097,"NNP GZC Car '25PURPLE', Person 'A'",1
881,"NNP GZC Car '2RED', Person 'C'",1
548,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
2135,"NNP GZC Car '3RED', Person 'A'",1
2144,"NNP GZC Car '5RED', Person 'A'",1
1873,"NNP GZC Car '2RED', Person 'C'",1
1593,"NNP GZC Car '1PURPLE', Person 'A'",1
1283,"NNP GZC Car '12WHITE', Person 'A'",1
972,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
940,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
373,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",2
1427,"NNP GZC Car '5WHITE', Person 'A'",1
1185,"NNP GZC Car '1WHITE', Person 'C'",2
906,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1833,"NNP GZC Car '11WHITE', Person 'A'",1
1725,"NNP GZC Car '3WHITE', Person 'A'",1
1510,"NNP GZC Car '8WHITE', Person 'A'",1
1297,"NNP GZC Car '6WHITE', Person 'B'",1
706,"NNP GZC Car '6RED', Person 'B'",1
365,"NNP GZC Car '12WHITE', Person 'A'",1
1922,"NNP GZC Car '14WHITE', Person 'A'",1
1507,"NNP GZC Car '1PURPLE', Person 'A'",1
1497,"NNP GZC Car '1PURPLE', Person 'C'",1
1382,"NNP GZC Car '7WHITE', Person 'A'",2
923,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",5
527,"NNP GZC Car '1WHITE', Person 'C'",2
882,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
472,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
347,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
1119,"NNP GZC Car '2WHITE', Person 'A'",1
2024,"NNP GZC Car '6RED', Person 'B'",2
1536,"NNP GZC Car '1PURPLE', Person 'D'",2
580,"NNP GZC Car '4WHITE', Person 'A'",1
2166,"NNP GZC Car '1RED', Person 'B'",1
148,"NNP GZC Car '1WHITE', Person 'B'",1
2152,"NNP GZC Car '3RED', Person 'A'",1
1827,"NNP GZC Car '11WHITE', Person 'A'",1
1534,"NNP GZC Car '1PURPLE', Person 'B'",4
273,"NNP GZC Car '15WHITE', Person 'A'",6
1777,"NNP GZC Car '8WHITE', Person 'A'",1
1399,"NNP GZC Car '5WHITE', Person 'A'",1
1867,"NNP GZC Car '3RED', Person 'B'",2
1506,"NNP GZC Car '1PURPLE', Person 'D'",1
1159,"NNP GZC Car '1WHITE', Person 'C'",1
2058,"NNP GZC Car '6RED', Person 'B'",1
532,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
575,"NNP GZC Car '1PURPLE', Person 'A'",1
877,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
328,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",7
1976,"NNP GZC Car '8WHITE', Person 'A'",2
900,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1378,"NNP GZC Car '1BLUE', Person 'C'",1
768,"NNP GZC Car '3PURPLE', Person 'A'",2
300,"NNP GZC Car '2RED', Person 'B'",1
1398,"NNP GZC Car '5WHITE', Person 'A'",2
100,"NNP GZC Car '1WHITE', Person 'A'",1
1146,"NNP GZC Car '13WHITE', Person 'B'",1
949,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
677,"NNP GZC Car '1RED', Person 'B'",1
1107,"NNP GZC Car '2RED', Person 'C'",1
825,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",5
557,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
74,"NNP GZC Car '13WHITE', Person 'B'",2
2147,"NNP GZC Car '5RED', Person 'C'",1
1156,"NNP GZC Car '1WHITE', Person 'C'",2
1960,"NNP GZC Car '3RED', Person 'A'",1
2013,"NNP GZC Car '6RED', Person 'B'",4
1354,"NNP GZC Car '6WHITE', Person 'B'",1
1575,"NNP GZC Car '1PURPLE', Person 'D'",1
628,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
1894,"NNP GZC Car '2RED', Person 'C'",1
946,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1993,"NNP GZC Car '1RED', Person 'B'",1
2068,"NNP GZC Car '6RED', Person 'B'",1
379,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",4
1986,"NNP GZC Car '1RED', Person 'B'",1
474,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
1782,"NNP GZC Car '8WHITE', Person 'A'",1
273,"NNP GZC Car '2RED', Person 'C'",7
599,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
2112,"NNP GZC Car '3RED', Person 'A'",1
398,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
792,"NNP GZC Car '15WHITE', Person 'A'",3
1214,"NNP GZC Car '1WHITE', Person 'C'",1
127,"NNP GZC Car '1BLUE', Person 'A'",1
1881,"NNP GZC Car '2RED', Person 'B'",2
1570,"NNP GZC Car '1PURPLE', Person 'C'",1
1815,"NNP GZC Car '3WHITE', Person 'A'",1
804,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1720,"NNP GZC Car '14WHITE', Person 'A'",3
1659,"NNP GZC Car '4RED', Person 'B'",1
873,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
24,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
1813,"NNP GZC Car '7WHITE', Person 'B'",1
104,"NNP GZC Car '6WHITE', Person 'B'",1
1,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
827,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1193,"NNP GZC Car '1WHITE', Person 'C'",1
2012,"NNP GZC Car '6RED', Person 'A'",2
769,"NNP GZC Car '2RED', Person 'A'",2
